Country,PWT Code,WDI Code,pop75,pop09,gpop,k1975,k2009,kpw1975,kpw2009,hc1975,hc2009,rgdpwk1975,rgdpwk2009,rgdpch1950,rgdpch1955,rgdpch1960,rgdpch1965,rgdpch1970,rgdpch1975,rgdpch1980,rgdpch1985,rgdpch1990,rgdpch1995,rgdpch2000,rgdpch2005,rgdpch2006,rgdpch2007,rgdpch2008,rgdpch2009,gy7509,prodgrowth,ki1975,ki2009,meanki,natsav09,grodomsav75,grodomsav09,govsp75,govsp09,privcap75,privcap09,fdi75,fdi09,imports75,imports09,trade75,trade09,openfrac,tradetax09,martax09,migration10,labfor75,labfor09,labpop75,labpop09,indgdp75,indgdp09,agrigdp75,agrigdp09,aggdpperagworker09,percemployagr10,natcap00,mindep09,endep09,fordep09,co2emm07,tfr75,tfr09,infmor09,malaria94,malariaecology,calories07,lifeex75,lifeex09,agedep75,agedep09,avgsch75,avgsch2010,secsch09,collegeadultpop2010,compcollegeadultpop2010,avgyrsfemaleed,testscores09,intuser09,tele09,cells09,comp05,gini75,gini09,topincsh09,botincsh09,laborshare,ethnicfractionalization,rulelaw2009,corrcon09,polrights10,instability,soccapability,thrift,obedience,perseverance,faith,techvstrad,trust,work,wellbeing,africa,asia,westerneurope,latitude,area,popden60,# missing values,,Growth rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,NIC,2394899,5541000,2.47,2.25E+10,42427581809,31148.47,18913.05,1.68,2.32,13300.22546,5223.390987,1947.56,2730.55,2546.28,3574.89,3669.18,4016.95,3067.58,3281.92,2179.51,1857.56,2072.81,2056.17,2082.71,2113.28,2158.94,2191.73,-1.78,-2.89,22.60,31.97,24.68,-1.95,12.52,-2.61,9.05,11.92,,7.07,0.69,7.07,36.94,61.22,64.98,96.34,0.26,3.60,,-200000,723309.9,2324996,30.20,41.96,,29.56,,19.01,,15.42,1975,0.702123244,0.00,0.07,0.82,6.60,2.68,21.8,100.00,0.87,2400,56.51,73.50,99.0,65.7,2.9,5.8,,15.9,10.1,4.8,,3.48,4.44,55.80,42.72,,52.33,56.88,3.79,,0.48,-0.83,-0.76,4,0.51,,,,,,,,,,,,,12.86,121811,,18,,1.444081579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,NER,5419038,15300000,3.05,7.55E+09,16642719743,4640.19,3465.44,1.11,1.37,2076.531291,1703.508132,,,746.19,884.24,788.94,623.32,687.88,526.69,505.88,476.61,475.73,524.59,534.65,532.45,631.04,534.36,-0.45,-0.70,17.91,24.04,18.01,10.41,2.57,,10.81,,1.55,,2.15,13.73,30.99,,50.24,,0.17,,,-28497,1626659,4799376,30.02,31.37,11.01,,50.31,,,82.93,4040,0,0.00,1.20,0.06,7.89,7.07,75.7,98.42,23.72,2306,38.68,51.95,99.9,108.0,0.4,1.4,11.7,1.1,0.7,0.8,,0.76,0.43,17.00,0.72,,34.04,42.75,8.30,,0.65,-0.64,-0.66,5,1.17,,,,,,,,,,1,,,17.42,1182223,0.1257,24,,-0.305541198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,NGA,64400000,149000000,2.47,7.34E+10,1.69E+11,3580.00,3512.74,,,5548.405561,6064.37593,1109.93,1254.33,1527.86,1410.36,1388.27,1766.19,1452.31,1323.41,1179.95,1085.38,1135.61,1543.59,1611.80,1940.16,1963.34,2033.90,0.42,,8.21,9.23,6.42,18.60,,,,,,3.16,1.69,3.34,22.83,27.17,41.17,63.03,,, 25   ,-300000,2.05E+07,49972446,31.83,33.54,,,,,,24.89,54828,0.001659879,14.67,0.33,0.64,6.82,5.60,85.8,100.00,23.13,2708,42.78,48.14,88.6,84.0,,,,,,,,28.43,0.92,47.24,6.74,,42.93,48.61,5.13,,0.85,-1.22,-1.07,5,1.95,-0.91,10.00,71.90,30.90,39.90,66.40,21.80,4.2,81.0,1,,,9.58,908399,0.0239,24,,-0.679127822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,NOR,4007313,4661000,0.44,2.71E+11,6.73E+11,152922.63,266461.43,2.65,3.20,49035.40268,88963.44452,9466.87,11045.22,12283.61,15019.11,17603.14,21684.73,25945.18,29929.18,32324.17,38093.51,44833.86,48707.91,49755.23,50967.79,51101.45,49945.47,2.45,0.84,35.10,22.52,24.84,32.66,30.66,34.68,18.65,22.21,2.03,-3.76,0.67,2.95,42.29,27.34,78.73,69.36,1.00,0.22, 40   ,135000,1772138,2616758,44.22,56.14,33.68,40.07,4.73,1.21,21880.2,3.75,,0.006778607,10.59,0.00,9.07,1.99,1.98,2.8,0.00,0.00,3455,74.82,80.80,60.0,51.0,8.7,12.6,,28.1,14.6,12.7,499.0,91.80,39.36,110.54,572.741ç,37.30,25.79,37.23,9.59,0.61,0.06,1.88,1.94,1,-1.19,,14.10,29.10,42.80,8.70,43.30,74.20,3.2,74.6,,,1,67.47,349505,0.4645,3,,0.585557556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,OMN,913285,2910000,3.41,,1.97E+11,,177522.64,,,33995.02494,54940.06621,,,,,6872.75,9240.58,9198.77,13699.47,13672.08,15309.03,17402.04,18399.12,19292.33,20773.54,22957.63,20511.36,2.35,,27.46,43.11,28.60,28.16,52.49,,31.62,,5.07,5.55,5.07,4.79,50.69,,118.24,,0.00,, 0   ,20000,248250.4,1086421,27.18,37.33,77.53,,2.79,,,28.54,1368,,,0.00,13.68,7.20,2.98,9.1,86.82,0.01,,54.72,76.14,99.1,52.5,,,91.3,,,,,43.46,10.55,139.54,46.57,,,,,,,0.68,0.48,6,-0.81,,,,,,,,,,,,,20.43,309427,,41,,2.903949275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,PAK,74700000,181000000,2.60,2.00E+11,8.35E+11,9160.55,13463.67,1.41,2.13,4242.627619,7329.139374,720.29,720.37,727.62,971.90,1148.15,1238.14,1450.69,1693.72,1931.36,2052.14,1858.14,2112.27,2208.04,2291.89,2319.57,2353.25,1.89,0.42,25.14,17.69,21.00,18.37,4.69,11.43,10.64,8.08,,1.11,0.22,1.47,22.39,20.37,33.25,33.22,0.00,8.04, 20   ,-1415580,2.18E+07,58115799,29.18,32.11,23.44,24.26,32.05,21.55,298.3,42.64,,4.8413E-05,2.18,0.96,0.96,6.93,3.87,70.5,98.92,0.05,2251,56.22,66.85,91.4,69.4,1.5,4.9,33.1,6.4,5.2,3.4,,11.99,2.39,60.68,4.24,31.45,32.74,42.12,9.01,,0.71,-0.93,-1.10,4,2.76,-0.08,56.70,41.10,30.50,84.70,68.30,27.90,,65.4,,1,,29.92,871274,,5,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palau,PLW,PLW,12838,21000,1.45,,1119203946,,,,,,,,,,,,,18040.09,14896.08,17862.09,14750.15,13388.58,14190.26,14857.11,15050.53,14570.56,14985.49,,,,26.01,,15.62,,,,,,,,,,,,,,,,,,,,,,,,,,,5051,0,0.00,,10.54,,,13.2,,,,,,,,,,,,,,,,34.61,64.50,,,,,,,,0.72,-0.39,1,-1.46,,,,,,,,,,,,,,,0.6415,77,,2.424389626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,PAN,1749172,3360000,1.92,1.61E+10,64744724032,28458.21,42171.04,2.21,2.86,12052.05823,21710.77235,1845.88,2018.24,2170.94,2771.34,3442.65,3900.47,5275.20,5759.87,5619.93,6362.18,6969.63,7820.06,8357.45,9297.75,10121.79,10197.56,2.83,0.84,29.28,23.77,19.01,39.02,,40.72,,10.49,,8.82,,7.17,,61.11,,138.15,0.11,, 27   ,11000,566093.3,1578194,32.36,46.97,,17.11,,5.82,1711.6,17.84,,0,0.00,0.00,2.17,4.48,2.52,15.9,31.00,0.20,2451,67.76,75.82,89.3,55.7,5.2,9.4,72.7,22.7,16.4,9.5,368.0,27.79,15.55,164.37,45.60,48.10,52.34,56.79,3.55,0.73,0.55,-0.09,-0.26,1,-1.46,0.84,,,,,,,,,,,,8.57,73322,,18,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,PNG,2609796,5941000,2.42,5.91E+09,25138451237,5573.48,9638.24,1.34,1.99,3403.457448,5520.084449,,,886.96,1173.90,1338.06,1383.55,2058.98,1999.56,1815.92,2283.15,2139.15,2197.56,2219.78,2414.13,2739.55,2746.13,2.02,0.12,10.32,14.91,15.55,7.24,13.86,18.07,33.55,10.69,,7.21,-0.16,5.36,46.16,57.12,86.14,115.06,,, 42   ,0,1060917,2955530,40.65,49.75,30.14,44.52,31.43,35.89,282.3,72.75,5372,19.93374588,0.00,0.00,0.52,6.00,4.01,52,58.93,10.70,,46.95,61.40,84.4,73.1,1.0,4.3,,1.1,0.6,3.0,,1.86,0.89,13.37,63.58,,,,,,0.27,-0.97,-1.39,4,0.61,,,,,,,,,,,,,-6.62,422882,0.1530,22,,3.207487365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,PRY,2852212,6291000,2.33,1.08E+10,56452718068,10380.13,18905.00,1.98,2.64,6962.364742,7733.145353,,1794.36,1847.32,1943.64,2078.28,2528.02,3737.69,3613.49,3793.45,3575.33,3396.07,3554.07,3619.51,3785.15,3895.09,3704.46,1.12,-0.84,20.57,19.22,22.93,15.71,18.64,10.46,6.29,11.82,1.61,1.38,1.61,1.44,18.67,51.60,31.88,98.13,0.31,7.04, 10   ,-40000,1035633,3013617,36.31,47.90,21.02,21.22,36.91,19.32,878.8,29.91,3575,0,0.00,0.00,0.67,5.22,2.98,19.4,0.17,2.32,2622,66.21,72.08,91.4,64.1,4.1,7.7,,4.0,3.1,7.5,,15.75,6.10,88.50,77.98,,51.95,56.46,3.76,0.49,0.17,-0.98,-0.88,3,0.99,0.97,,,,,,,,,,,,-23.20,402938,0.0425,12,,2.333236857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,PER,PER,15200000,28600000,1.86,2.33E+11,5.17E+11,45028.30,38676.88,2.15,2.82,17152.30326,15269.91209,2897.10,3544.41,3758.60,4614.11,5138.08,5849.17,5590.87,4765.66,4002.74,4802.76,5024.31,5837.65,6231.28,6753.21,7376.16,7280.16,0.64,-0.72,24.88,26.11,22.42,23.98,13.57,26.29,12.35,10.05,,1.55,0.49,3.65,21.94,19.72,32.79,43.28,0.34,2.20, 30   ,-625000,5183407,13635472,34.10,47.68,31.74,34.12,16.37,7.32,820.0,23.96,1549,5.194196956,0.66,0.00,1.51,5.70,2.53,19.4,11.89,0.60,2426,57.10,73.48,87.9,56.7,4.7,8.7,,20.6,16.6,8.0,367.0,27.72,10.17,84.69,100.11,55.00,47.96,52.55,3.90,0.56,0.66,-0.66,-0.36,2,0.93,0.68,11.30,54.20,17.60,45.30,63.30,6.30,4.1,64.5,,,,-9.18,1302897,0.0447,2,,1.43012696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,PHL,44300000,98000000,2.34,1.50E+11,5.40E+11,9240.74,13054.15,2.35,2.97,5119.682636,7167.587184,890.12,1106.12,1314.36,1484.30,1574.89,1872.21,2160.41,1841.79,2067.49,2073.65,2411.02,2461.68,2706.55,2964.00,2960.67,2838.31,1.22,0.19,24.87,15.44,20.98,13.36,24.76,15.51,10.74,10.54,,1.88,0.77,1.21,27.11,30.80,48.13,62.46,0.34,19.62, 32   ,-900000,1.62E+07,38807200,36.57,39.60,35.00,30.20,30.34,14.82,519.4,33.56,,0.662687882,0.28,0.11,0.80,5.75,3.03,26.2,100.00,1.96,2518,59.06,72.08,89.7,61.5,5.5,8.7,,29.6,22.4,8.8,,6.47,4.46,80.98,45.14,49.39,44.04,50.41,5.60,0.59,0.24,-0.53,-0.71,4,1.42,0.56,37.70,44.30,32.80,61.00,50.00,7.00,4.3,76.3,,1,,11.07,232173,0.0776,4,,1.358335905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,POL,34000000,38500000,0.37,,1.30E+12,,73960.66,2.52,2.87,15882.09648,36180.41359,,,,,6060.57,7707.49,8744.03,8088.36,7668.14,8852.29,11485.89,13481.02,14314.97,15254.97,16041.62,16372.87,2.22,,18.83,19.85,18.39,19.95,,20.30,,19.10,,5.75,,3.21,,38.78,,77.66,0.29,0.38, 32   ,-120000,1.65E+07,17422562,48.53,45.25,,30.49,,3.64,1524.1,14.78,3629,0.245109084,0.69,0.05,8.32,2.27,1.40,5.6,0.00,0.00,3397,70.56,75.70,50.5,39.5,7.4,10.0,,13.8,9.1,10.0,501.5,58.85,25.05,116.78,192.81,25.81,34.21,42.17,7.59,,0.12,0.68,0.48,1,-0.91,,53.50,48.80,25.20,46.70,,19.00,,65.8,,,1,52.14,305676,0.9241,20,,1.583538792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,PRT,9411090,10700000,0.38,1.88E+11,7.47E+11,45073.37,131901.61,1.98,2.56,19604.45776,37802.58523,2590.18,3265.27,4002.81,5373.26,7493.74,8688.66,10894.43,10794.50,14893.95,15959.63,19249.64,20098.11,20353.81,20701.09,20648.93,19889.94,2.44,0.38,15.53,24.58,25.68,11.12,9.39,12.11,12.98,21.12,0.53,8.45,0.60,1.21,26.16,35.64,42.40,63.60,1.00,0.00, 42   ,200000,4170977,5629836,44.32,52.62,31.60,22.85,25.65,2.31,3222.0,10.26,,0.066402765,0.00,0.00,5.47,2.52,1.32,3,0.00,0.05,3583,69.31,78.73,60.6,49.1,4.1,7.7,,11.2,3.8,7.5,490.0,48.62,38.09,142.76,133.50,40.58,,,,0.72,0.05,1.04,1.08,1,-0.79,,35.70,38.80,24.40,24.50,,10.00,,66.8,,,1,39.69,93103,,8,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,PRI,2935124,3960000,0.88,8.25E+10,2.02E+11,99622.85,138661.60,,,37929.16348,64306.03994,3269.02,4288.08,5716.37,7813.18,10412.07,10701.43,12732.18,13996.95,18185.62,19653.12,25576.77,26152.34,25071.10,24702.47,23957.85,23660.45,2.33,,21.59,15.15,15.15,27.11,1.36,,19.69,,,,,,73.79,,121.89,,,,,-21417,828123.3,1457023,28.21,36.79,34.54,,3.30,,,,,,,,,2.85,1.65,,0.00,0.15,,73.12,78.62,66.4,51.5,,,84.4,,,,,25.21,21.93,68.46,,50.15,,,,,,0.80,0.53,,-0.39,,23.10,53.80,22.70,71.00,45.50,12.40,3.4,79.5,,,,18.28,7956,,39,,3.325987213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,QAT,169163,833000,4.69,,2.47E+11,,419626.90,1.83,2.42,,133139.315,,,,,,,,,52437.46,49599.48,74209.59,87454.68,107242.30,123472.00,150042.50,159469.10,,,,41.22,,63.41,,54.46,,24.66,,,,,,31.22,,77.97,,1.84, 0   ,562055,,997735,,119.78,,,,,,0.73,4508,,,,55.38,6.47,2.36,9.7,0.00,0.01,2744,64.12,76.12,54.8,20.6,3.7,7.3,85.2,18.3,11.7,8.0,373.5,28.31,20.24,175.40,171.19,,41.1,52.00,3.90,,,0.96,1.64,6,-1.12,,,,,,,,,,,,,25.23,10105,,46,,2.94134676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROM,ROU,21200000,22000000,0.11,2.41E+11,6.60E+11,21535.71,67555.11,2.35,2.90,9861.586964,22449.78045,,,1511.20,2290.94,3188.63,5209.90,7494.09,7449.30,6906.84,6124.36,6113.58,8345.30,9041.19,9527.86,10236.59,9736.61,1.84,0.88,37.15,23.54,28.81,10.64,,23.62,,15.17,,4.26,,3.92,,40.24,,73.57,0.23,, 16   ,-200000,1.12E+07,9541533,52.83,43.37,,25.96,,7.16,4352.9,8.39,17217,-0.004108059,1.35,0.00,4.37,2.60,1.38,10,0.00,0.00,3510,69.61,73.31,53.5,43.0,6.9,10.4,,10.0,6.5,10.1,427.5,36.25,24.73,118.13,112.98,,31.15,39.29,8.09,,0.31,0.10,-0.13,2,-0.40,,54.00,17.80,30.90,64.00,69.90,20.30,3.1,49.1,,,,45.91,231660,,15,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,RUS,RUS,134000000,140000000,0.13,,4.64E+12,,61938.68,2.67,3.01,,26993.57556,,,,,,,,,13076.32,8245.90,8716.11,12356.99,13331.23,14497.18,15317.27,14631.24,,,,13.70,,27.94,,26.09,,20.13,,-0.81,,2.98,,20.37,,48.10,,18.37, 13   ,250000,,75883745,,54.20,,32.81,,4.70,1870.9,8.04,2066,0.728836668,13.79,0.00,10.81,1.98,1.55,11.1,0.00,0.01,3272,67.72,68.86,47.4,38.6,6.6,9.8,,12.3,8.0,9.7,473.0,42.09,31.58,162.50,121.58,24.56,42.27,48.93,6.04,,0.25,-0.77,-1.12,6,0.72,,52.70,38.00,52.20,11.00,27.50,26.20,3.4,49.2,,,,61.70,16600000,,29,,3.875217296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,RWA,4356863,10700000,2.64,3.59E+09,12887736144,1738.42,2426.14,1.27,1.74,1499.985982,2223.14606,,,860.19,732.16,788.14,710.97,787.06,755.75,773.41,650.46,661.59,839.09,890.63,924.40,994.80,1031.23,1.09,0.21,8.73,17.89,11.47,-0.90,5.21,4.23,16.64,14.65,,2.28,0.53,2.28,17.70,29.23,26.87,40.92,,,,15109,2065089,4963328,47.40,46.39,18.97,14.52,49.21,34.15,115.6,89.45,,0.005470366,0.00,2.40,0.08,8.23,5.33,70.4,100.00,0.55,2054,44.74,50.59,103.2,81.0,1.0,3.3,26.7,1.4,0.7,3.1,,4.50,0.33,24.30,,,53.08,58.19,4.24,,0.32,-0.51,0.13,6,0.33,,24.10,78.80,58.60,37.60,,4.90,,,1,,,-2.08,27284,,15,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,WSM,150839,191000,0.69,,2243800024,,33721.00,,,,20063.68074,,,,,4081.63,4094.26,4871.53,4368.08,4725.35,4751.31,5554.48,6663.55,6653.30,6999.84,6708.05,6544.96,1.38,,25.54,8.82,19.34,-13.65,,,,,,0.35,,0.61,,58.51,,91.99,,,,-16500,,62306,,32.62,,26.73,,11.87,660.5,27.37,,0,0.00,0.30,0.90,5.24,3.85,21.3,,,,57.47,72.01,89.0,79.4,,,76.1,,,,,5.03,17.84,84.43,6.64,,,,,,,0.65,0.10,2,-0.96,,,,,,,,,,,,,,,1.0990,50,,0.370799887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,STP,81607,172000,2.19,,1090650718,,17867.12,,,,5004.18157,,,,,1116.28,1230.01,1524.51,1241.23,1031.73,1014.64,1013.67,1415.12,1458.62,1522.49,1596.40,1680.51,0.92,,11.31,60.17,30.11,52.91,,,,,,2.99,,3.94,,,,,,,,-7000,,57761,,33.58,,,,,,57.58,,0,0.00,1.01,0.81,6.54,3.72,52,,,2662,57.51,65.75,103.6,80.6,,,50.1,,,,,16.41,4.79,39.32,,,50.6,56.46,5.17,,,-0.73,-0.40,2,-0.22,,,,,,,,,,1,,,1.00,,,52,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,SAU,7204820,25300000,3.69,,1.75E+12,,205188.89,1.78,2.62,,63776.16632,,,,,,,,,17252.01,16158.03,17243.90,19665.46,20039.59,20459.13,22008.82,21589.18,,,,51.96,,41.89,68.84,37.13,14.61,24.73,-17.32,-3.12,4.01,2.79,21.85,42.75,95.57,96.50,,, 0   ,150000,,8564426,,33.85,72.23,50.61,0.93,2.94,7406.7,5.09,1272,0,28.86,0.00,16.59,7.31,3.04,18.2,9.32,0.00,3133,56.28,73.43,89.7,54.6,3.5,7.8,96.8,13.7,8.8,7.2,,38.60,16.43,176.69,376.22,,,,,,0.18,0.12,0.15,7,0.37,,31.50,66.60,40.20,70.60,,53.00,4.4,78.4,,,,23.93,1912761,,27,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,SEN,4989168,12000000,2.58,9.59E+09,42820122002,4620.63,8275.65,1.54,2.05,2971.212044,3312.87304,,,1421.40,1349.44,1276.41,1235.37,1133.07,1127.63,1125.05,1166.70,1323.21,1464.73,1455.97,1495.26,1502.96,1492.06,0.56,-0.81,12.37,28.17,17.17,5.96,13.03,7.97,16.84,,1.44,,1.01,1.62,35.04,43.97,66.47,68.01,,, 0   ,-100000,2074392,5404583,41.58,45.04,,21.70,,,101.4,70.25,,0.25405673,0.01,0.00,0.46,7.56,4.74,50.7,100.00,18.42,2318,44.70,55.89,90.8,85.0,2.1,4.5,,3.6,2.3,3.4,,7.36,2.22,55.06,21.44,,39.19,45.88,6.22,,0.69,-0.31,-0.53,3,0.15,-0.52,,,,,,,,,1,,,14.45,211299,,22,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,SER,7431015,7379000,-0.02,,1.41E+11,,,2.15,2.78,,,,,,,,,,,,,,7292.61,7714.61,8240.43,8733.47,8527.58,,,,21.32,,6.19,,,,,,,,4.47,,,,,0.00,4.53, 15   ,0,,,,,,,,,,,84,,,,,,,,,0.00,2703,,,,,5.9,9.6,,11.8,7.7,9.2,442.5,,,,48.12,32.00,,,,,,-0.41,-0.19,2,0.50,,35.20,44.30,49.60,25.20,54.10,15.30,3.6,60.1,,,,,88010,0.1660,63,,0.099053031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,SYC,59626,87000,1.11,4.75E+08,5832919274,16759.48,,,,,,,,3677.19,3504.81,5129.15,6621.58,9811.18,10013.20,13037.00,14500.72,17502.66,22595.29,24156.94,26676.85,25745.48,23805.29,3.76,,15.64,34.61,21.83,16.70,,15.92,,12.21,,31.90,9.58,32.52,,127.59,,246.89,,10.80,,,28324.26,,,,,19.71,,2.01,333.7,74.12,,0,0.00,0.00,7.33,,2.30,11.1,,,2426,,73.69,,,,,105.0,,,,,38.65,25.09,104.92,189.36,46.00,65.77,29.35,10.83,,,0.08,0.33,3,-0.71,,,,,,,,,,1,,,-4.58,,,45,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,SLE,3030320,5132000,1.55,,8900679752,,4614.18,1.19,1.55,2401.520121,2092.277602,,,,854.15,982.21,975.75,1028.71,1010.61,1045.96,874.78,529.56,744.16,797.17,830.61,854.97,872.93,-0.33,,10.30,41.37,11.25,14.80,12.06,2.28,10.34,13.76,,4.12,1.49,3.83,34.47,28.53,59.58,44.21,0.00,14.35,,60000,1231234,2141155,40.63,41.72,20.82,22.09,38.02,51.36,,60.06,0,0.411081408,0.00,1.69,0.24,5.86,5.17,122.8,100.00,21.84,2128,38.87,47.92,76.4,82.6,0.8,2.9,,1.3,0.9,2.0,,0.26,0.58,20.36,,,42.52,49.29,6.09,,0.82,-0.97,-0.98,3,0.40,,,,,,,,,,1,,,8.54,69098,,23,,3.885332174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,SGP,2262600,4658000,2.12,7.67E+10,7.18E+11,83489.90,284655.86,1.98,2.72,25130.71456,81699.78009,,,4299.92,4695.69,6808.50,10206.38,14354.48,17386.36,22987.87,31371.69,38291.48,41875.77,44852.02,48234.15,50005.98,47373.36,4.51,1.65,47.81,34.48,41.55,49.09,29.43,,10.58,,4.44,-10.61,5.15,9.22,,,,,1.00,, 20   ,500000,918913.6,2700927,40.61,57.98,33.69,26.26,,,33244.9,0.06,,0,0.00,0.00,11.80,2.08,1.22,2.3,0.00,,,69.89,81.29,58.6,35.3,3.9,8.8,,18.8,12.3,8.3,552.0,73.35,37.14,133.37,620.91,41.00,,,,0.53,0.39,1.61,2.26,5,-1.15,,43.80,46.90,39.90,30.10,,16.90,3.2,74.5,,1,,1.37,,,20,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,SVK,4729718,5389468,0.38,,2.49E+11,,91837.03,2.60,2.91,,37780.13298,,,,,,,,,11983.44,10555.62,12445.34,15643.92,16939.92,18681.11,19992.85,19125.11,,,,16.93,,23.57,,33.39,,19.63,,-1.84,,-0.04,,103.74,,203.20,0.26,0.00, 19   ,20000,,2728264,,50.62,,34.53,,2.61,36180.0,7.08,,0,0.02,0.31,6.85,2.56,1.41,5.8,0.00,0.00,2885,70.21,74.91,55.6,37.9,9.9,11.6,,12.4,6.5,11.6,493.5,75.00,18.86,101.47,358.08,,,,,,0.25,0.65,0.32,1,-0.89,,41.30,26.60,27.50,30.90,62.70,20.80,3.8,58.0,,,,48.79,47844,28.6667,33,,5.0187447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,SVN,1722000,2006000,0.45,,1.63E+11,,160156.23,2.18,2.74,,48217.89401,,,,,,,,,15469.47,15428.05,19102.98,23276.73,24723.09,26606.31,27616.48,24925.14,,,,27.32,,23.36,,24.98,,20.22,,11.74,,-1.19,,57.39,,116.31,0.26,0.16, 41   ,22000,,1036956,,51.69,,,,,36180.2,0.64,,0,0.06,0.15,7.48,2.20,1.53,2.3,0.00,0.00,3220,70.04,78.97,53.1,42.9,6.2,9.0,,12.7,8.3,8.3,506.5,63.55,50.61,102.80,403.90,,31.15,39.43,8.22,,0.22,1.11,1.06,1,-0.87,,40.90,31.70,63.90,16.50,60.30,18.10,3.5,62.8,,,,46.13,20441,,32,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,SLB,193000,485924,2.72,,1695071014,,15263.06,,,6649.9095,8148.202218,,,,,1359.94,1358.61,1735.31,1777.86,1599.65,1787.92,1331.54,1427.42,1544.58,1597.88,2092.24,2005.00,1.14,,25.65,12.21,19.41,-4.19,,,,,10.53,17.46,10.53,17.91,,46.94,,80.48,,,,0,39430.93,119570,20.43,24.61,,6.06,,38.94,,67.72,,0,0.00,10.89,0.40,7.24,3.78,29.6,,9.71,2434,57.03,66.67,105.1,72.9,,,,,,,,1.91,1.57,5.73,46.05,,,,,,,-0.67,-0.37,4,-0.35,,,,,,,,,,,,,,,,45,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,SOM,4127771,9613000,2.49,,11519842438,,3093.08,,,2588.295311,1252.138717,,,,,914.38,993.22,755.97,637.69,691.73,490.05,462.39,454.31,456.79,455.29,456.14,460.90,-2.26,,12.86,18.59,18.07,19.44,8.11,,20.31,,,,1.66,,26.88,,39.34,,,,,-250000,1583971,3538470,38.37,36.81,12.51,,54.17,,,65.59,3400,,,,0.07,7.06,6.35,108.5,100.00,9.82,1762,41.49,50.07,95.3,90.9,,,,,,,,1.16,1.09,7.02,6.28,,,,,,,-2.53,-1.73,7,3.31,,,,,,,,,,1,,,6.04,639621,,47,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
